                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.5118,                 3.1776,                 2.1913,                 1.3694,                0.07581,                0.26777,                0.15169,                0.07509,                0.06429,                0.21953,                0.13572,                0.06389,                 1.9775,                 4.2334,                 3.0229,                 1.4784,             0.00067898,             0.00067898,             0.00067898
                     12,                 1.4876,                 3.1121,                 2.1304,                 1.3718,                0.33773,                0.10308,                0.14202,                0.07279,                0.30543,                 0.0868,                0.11956,                0.06405,                 1.9807,                 4.2405,                 2.9124,                 1.4665,             0.00072921,             0.00072921,             0.00072921
                     13,                 1.4854,                  3.086,                  2.042,                 1.3202,                0.43127,                0.14006,                0.16455,                0.11497,                0.41137,                0.12368,                 0.1532,                0.08934,                 1.9152,                 4.2439,                 2.8802,                 1.3893,             0.00075473,             0.00075473,             0.00075473
                     14,                 1.4171,                 3.0398,                 1.9836,                 1.3099,                0.11292,                0.22604,                0.16099,                0.10021,                0.44485,                0.09589,                0.13799,                0.07879,                  2.013,                 4.6461,                 2.9675,                 1.4493,             0.00074187,             0.00074187,             0.00074187
                     15,                 1.4506,                 3.0194,                 1.9304,                 1.3038,                0.22735,                0.14463,                0.16931,                0.08619,                0.19974,                0.11099,                0.13928,                0.07761,                 2.0622,                 4.2378,                 2.8793,                 1.4114,             0.00072902,             0.00072902,             0.00072902
                     16,                 1.4119,                 2.9419,                 1.8635,                 1.2962,                0.33373,                0.15841,                0.18265,                 0.0912,                0.27925,                0.13352,                0.15492,                0.08406,                 1.9025,                 3.9253,                 2.6892,                 1.4017,             0.00071616,             0.00071616,             0.00071616
                     17,                 1.3971,                 2.9703,                 1.8674,                 1.3049,                0.10577,                0.28104,                0.18999,                0.09275,                0.08643,                0.23713,                 0.1558,                0.07802,                 1.9371,                 3.9857,                  3.001,                 1.4744,             0.00070331,             0.00070331,             0.00070331
                     18,                 1.3908,                 2.8995,                 1.8117,                 1.2865,                0.11199,                0.28433,                0.19545,                0.10975,                0.09526,                0.24687,                0.17233,                 0.0925,                 1.9031,                 3.9411,                 3.0953,                  1.486,             0.00069045,             0.00069045,             0.00069045
                     19,                 1.3258,                 2.8185,                 1.7326,                 1.2739,                0.47562,                0.12323,                0.17585,                0.11136,                0.49469,                0.13336,                0.17559,                0.08882,                 1.9266,                 4.1175,                 2.9792,                 1.4292,             0.00067759,             0.00067759,             0.00067759
                     20,                 1.3757,                 2.9192,                 1.7508,                 1.2667,                0.32303,                0.17275,                0.20117,                0.12274,                0.30567,                0.16933,                0.19264,                0.08784,                 1.9338,                 4.0532,                 2.7354,                 1.3858,             0.00066474,             0.00066474,             0.00066474
                     21,                 1.3438,                 2.8936,                 1.7072,                 1.2513,                0.44305,                0.18703,                0.22988,                0.12871,                0.36229,                0.15263,                0.19486,                0.09272,                 1.9044,                  3.735,                 2.3583,                 1.3639,             0.00065188,             0.00065188,             0.00065188
                     22,                 1.3068,                  2.801,                 1.6662,                 1.2361,                0.43841,                  0.206,                0.21603,                0.11926,                0.37163,                0.18305,                0.18802,                0.09091,                 1.9145,                 3.7801,                 2.2202,                 1.3861,             0.00063903,             0.00063903,             0.00063903
                     23,                 1.2842,                 2.7557,                 1.5946,                 1.2234,                 0.5451,                0.16055,                0.20196,                0.10581,                0.40012,                0.13716,                 0.1582,                 0.0734,                 1.8462,                 3.7546,                 2.1858,                 1.3524,             0.00062617,             0.00062617,             0.00062617
                     24,                 1.2889,                  2.698,                 1.6281,                 1.2322,                0.31611,                0.19433,                0.22035,                0.12989,                0.24795,                0.17081,                0.18124,                0.09631,                 1.8149,                 3.5723,                 2.2221,                 1.3393,             0.00061332,             0.00061332,             0.00061332
                     25,                 1.2697,                  2.693,                 1.5698,                 1.2171,                0.39168,                0.22198,                0.24642,                0.15307,                0.33343,                0.19976,                 0.2165,                0.11785,                 1.8812,                  3.682,                 2.2835,                 1.3403,             0.00060046,             0.00060046,             0.00060046
                     26,                 1.2669,                 2.6502,                 1.5379,                 1.2172,                0.39701,                0.22225,                0.24783,                0.14033,                0.22591,                0.19111,                0.18707,                0.08552,                  1.912,                  3.775,                 2.3095,                 1.3624,              0.0005876,              0.0005876,              0.0005876
                     27,                 1.2603,                  2.707,                 1.5553,                 1.2104,                 0.3346,                0.18333,                0.21731,                0.13393,                0.24639,                0.14505,                0.17201,                0.07343,                 1.9532,                 3.6955,                 2.2646,                  1.427,             0.00057475,             0.00057475,             0.00057475
                     28,                 1.2675,                 2.6863,                 1.5926,                 1.2341,                0.43309,                0.17734,                0.22239,                0.14379,                0.43091,                0.18896,                0.21764,                0.11387,                 1.8668,                 3.5041,                 2.2128,                 1.3475,             0.00056189,             0.00056189,             0.00056189
                     29,                 1.2988,                 2.7117,                 1.5647,                 1.2207,                0.48838,                0.20326,                0.23934,                0.15192,                0.48734,                0.20316,                0.23138,                 0.1187,                 1.8417,                 3.4785,                 2.1208,                 1.3607,             0.00054904,             0.00054904,             0.00054904
                     30,                 1.2217,                 2.6489,                 1.5298,                 1.2101,                0.46687,                0.21229,                 0.2438,                0.15449,                0.44529,                0.18215,                0.21857,                0.12968,                  1.796,                 3.5256,                 2.1054,                  1.354,             0.00053618,             0.00053618,             0.00053618
                     31,                 1.2166,                 2.5936,                  1.481,                  1.216,                0.39719,                0.22804,                0.23784,                0.15235,                0.37126,                0.22018,                0.21604,                0.12511,                 1.8733,                 3.5871,                  2.204,                 1.3455,             0.00052332,             0.00052332,             0.00052332
                     32,                 1.1938,                  2.506,                 1.4486,                 1.1758,                 0.2683,                0.21615,                0.21165,                0.12589,                0.22561,                0.19841,                0.18914,                0.10514,                  1.916,                 3.6307,                 2.1069,                 1.3328,             0.00051047,             0.00051047,             0.00051047
                     33,                 1.2021,                 2.5476,                 1.4069,                 1.1781,                0.34069,                0.29958,                0.23927,                0.14681,                0.30327,                 0.2705,                0.21669,                0.12402,                 1.8461,                 3.4514,                 1.9277,                 1.2961,             0.00049761,             0.00049761,             0.00049761
                     34,                 1.2046,                 2.5173,                 1.3977,                 1.1717,                0.40878,                0.25443,                0.25542,                 0.1502,                0.34742,                0.22357,                0.22611,                0.12863,                 1.8803,                 3.4493,                 2.0166,                 1.3346,             0.00048476,             0.00048476,             0.00048476
                     35,                 1.1753,                 2.4799,                  1.398,                 1.1843,                0.43554,                0.23685,                 0.2593,                0.15139,                0.35343,                0.20782,                0.22585,                0.12448,                 1.8486,                 3.3681,                 2.0466,                 1.3678,              0.0004719,              0.0004719,              0.0004719
                     36,                 1.1657,                 2.4488,                  1.361,                 1.1643,                0.41828,                0.22783,                0.25304,                0.16154,                0.38211,                 0.2162,                0.23434,                0.13229,                 1.8032,                  3.383,                 1.9865,                 1.3449,             0.00045904,             0.00045904,             0.00045904
                     37,                 1.1733,                 2.4507,                 1.3504,                 1.1649,                0.45527,                 0.2269,                0.24696,                0.15891,                0.38642,                0.21549,                0.21978,                0.13318,                 1.8406,                 3.4273,                 2.0537,                 1.3534,             0.00044619,             0.00044619,             0.00044619
                     38,                 1.1765,                 2.4296,                 1.2928,                 1.1453,                0.48637,                0.23364,                0.26825,                 0.1679,                0.38922,                0.21216,                0.23607,                0.13734,                 1.8583,                 3.4479,                 2.0494,                 1.3446,             0.00043333,             0.00043333,             0.00043333
                     39,                 1.1662,                 2.4257,                 1.3526,                 1.1728,                0.43174,                 0.2501,                0.28092,                0.18262,                0.52363,                0.20145,                0.25272,                0.14778,                 1.8135,                 3.3928,                 1.9315,                 1.2989,             0.00042048,             0.00042048,             0.00042048
                     40,                 1.1568,                 2.4817,                 1.3584,                 1.1647,                0.47448,                0.25391,                0.28604,                0.18818,                0.39399,                0.23804,                0.25811,                0.14873,                 1.7592,                  3.401,                 1.8193,                 1.2975,             0.00040762,             0.00040762,             0.00040762
                     41,                 1.1639,                  2.428,                 1.3324,                 1.1576,                0.49724,                0.27205,                0.29374,                0.19185,                0.47853,                0.22592,                0.26105,                0.15709,                 1.7573,                 3.4807,                 1.7674,                 1.3128,             0.00039477,             0.00039477,             0.00039477
                     42,                 1.1355,                 2.4947,                 1.3528,                 1.1566,                0.38195,                0.27706,                 0.2872,                0.19142,                0.33794,                0.26413,                0.26575,                0.15621,                 1.7683,                 3.5292,                 1.7788,                 1.3174,             0.00038191,             0.00038191,             0.00038191
                     43,                 1.1076,                 2.3665,                 1.2929,                 1.1504,                0.34844,                 0.2797,                0.26972,                0.17157,                0.29782,                0.25642,                0.24368,                0.13445,                 1.7653,                 3.4674,                 1.8247,                 1.3064,             0.00036905,             0.00036905,             0.00036905
                     44,                 1.1324,                 2.3857,                 1.2836,                 1.1456,                0.36663,                0.29198,                0.25237,                0.15422,                 0.3157,                0.26233,                0.22853,                 0.1243,                 1.7956,                  3.432,                 1.8407,                 1.3398,              0.0003562,              0.0003562,              0.0003562
                     45,                 1.1292,                 2.3832,                 1.2881,                 1.1472,                0.35309,                 0.2948,                0.25684,                0.15324,                0.32003,                0.27311,                0.22843,                0.12165,                 1.8218,                 3.4612,                 1.8421,                 1.3614,             0.00034334,             0.00034334,             0.00034334
                     46,                 1.1011,                 2.3415,                 1.2736,                 1.1422,                0.45694,                0.26378,                0.26525,                0.15754,                0.38694,                0.25548,                0.24121,                  0.128,                 1.8162,                 3.3972,                 1.8074,                 1.3577,             0.00033049,             0.00033049,             0.00033049
                     47,                 1.1282,                 2.4036,                 1.2846,                 1.1426,                0.54846,                0.24976,                0.26817,                0.15786,                0.44064,                0.23424,                0.23819,                0.12893,                 1.8096,                 3.3695,                 1.8103,                 1.3316,             0.00031763,             0.00031763,             0.00031763
                     48,                 1.0905,                 2.3085,                 1.2419,                 1.1318,                0.44027,                 0.2603,                0.25724,                0.15229,                0.47048,                0.23364,                0.23647,                0.12205,                 1.8194,                 3.4325,                 1.8103,                 1.3387,             0.00030477,             0.00030477,             0.00030477
                     49,                 1.1193,                 2.3377,                 1.2657,                 1.1371,                0.44262,                0.27802,                0.26295,                0.15522,                0.38681,                 0.2414,                0.23386,                0.11948,                  1.813,                 3.4719,                 1.8137,                 1.3466,             0.00029192,             0.00029192,             0.00029192
                     50,                 1.1031,                 2.3941,                  1.235,                  1.126,                0.41827,                0.27447,                0.26379,                0.16364,                0.36376,                0.24388,                0.23903,                0.12837,                  1.768,                 3.4892,                 1.8251,                 1.3266,             0.00027906,             0.00027906,             0.00027906
                     51,                 1.0816,                 2.2948,                 1.2043,                 1.1076,                0.44945,                0.27024,                 0.2692,                 0.1678,                0.39771,                0.24941,                0.24432,                0.13108,                 1.7389,                 3.4496,                 1.8047,                 1.3066,             0.00026621,             0.00026621,             0.00026621
                     52,                 1.0689,                  2.298,                 1.1954,                   1.11,                0.51618,                0.27052,                0.30256,                0.19815,                0.45752,                0.25602,                0.26662,                0.15715,                 1.7554,                 3.4321,                 1.7721,                 1.3141,             0.00025335,             0.00025335,             0.00025335
                     53,                 1.0745,                 2.2758,                 1.2193,                  1.125,                0.49576,                0.26693,                0.30165,                0.19556,                0.42831,                0.25578,                0.26778,                0.15208,                  1.745,                 3.3909,                 1.8203,                 1.3124,              0.0002405,              0.0002405,              0.0002405
                     54,                 1.1128,                 2.3575,                 1.2024,                  1.124,                0.46811,                0.25378,                0.29252,                 0.1932,                0.38783,                0.24222,                0.27054,                0.15222,                 1.7512,                  3.384,                 1.8418,                 1.3089,             0.00022764,             0.00022764,             0.00022764
                     55,                 1.0968,                 2.3053,                 1.2018,                 1.0979,                0.48576,                0.24718,                0.28963,                0.18775,                0.41525,                0.23493,                0.27121,                0.15421,                 1.7903,                 3.4151,                 1.8036,                 1.3097,             0.00021478,             0.00021478,             0.00021478
                     56,                 1.1002,                  2.301,                  1.187,                 1.1014,                0.50691,                0.23001,                0.28093,                0.17622,                0.36381,                0.22657,                0.26284,                0.14914,                 1.7845,                  3.412,                 1.7404,                 1.3168,             0.00020193,             0.00020193,             0.00020193
                     57,                 1.0641,                 2.2594,                 1.1621,                 1.1087,                0.52834,                0.22782,                0.27772,                0.17248,                0.59428,                0.21094,                0.25514,                0.13978,                 1.8159,                 3.4365,                 1.7826,                 1.3686,             0.00018907,             0.00018907,             0.00018907
                     58,                 1.0775,                 2.2843,                 1.1851,                 1.1135,                 0.4346,                0.23909,                0.26491,                0.16937,                0.54816,                0.22077,                0.25019,                0.14011,                 1.8727,                 3.4746,                 1.8863,                 1.4081,             0.00017622,             0.00017622,             0.00017622
                     59,                 1.0419,                 2.2573,                  1.128,                 1.0904,                0.43649,                0.25007,                0.27942,                0.17828,                 0.3846,                0.23648,                0.26159,                0.14876,                 1.8668,                 3.4097,                 1.8648,                 1.3998,             0.00016336,             0.00016336,             0.00016336
                     60,                 1.0519,                 2.2471,                 1.1524,                 1.1038,                0.41151,                0.26498,                 0.2861,                0.18508,                0.39273,                0.23288,                0.26448,                 0.1538,                 1.8565,                 3.4272,                 1.8255,                 1.3721,              0.0001505,              0.0001505,              0.0001505
                     61,                  1.226,                 2.6369,                 1.7313,                 1.1731,                0.43597,                0.25093,                0.26617,                0.16741,                0.42609,                0.25114,                0.25487,                0.13642,                 1.8346,                 3.4288,                 1.8247,                 1.3692,             0.00013765,             0.00013765,             0.00013765
                     62,                 1.1551,                 2.4596,                 1.5357,                 1.1424,                0.28914,                0.24832,                0.25271,                0.16084,                0.28862,                0.24011,                0.24011,                0.12849,                 1.8339,                 3.4366,                 1.8741,                 1.3661,             0.00012479,             0.00012479,             0.00012479
                     63,                   1.11,                 2.3574,                  1.409,                 1.1137,                0.28719,                0.22682,                0.24003,                0.14968,                0.29267,                0.18824,                0.22551,                0.11769,                 1.8139,                 3.4949,                 1.9434,                 1.3646,             0.00011194,             0.00011194,             0.00011194
                     64,                  1.105,                 2.3234,                 1.3185,                 1.1163,                0.30747,                0.22469,                0.23817,                0.14478,                0.29697,                0.21062,                  0.219,                0.11474,                 1.8102,                 3.4976,                 1.9714,                 1.3549,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     65,                 1.0802,                 2.2681,                 1.3034,                  1.113,                0.34113,                 0.2528,                0.23595,                0.14099,                 0.3341,                0.23685,                 0.2152,                0.11168,                 1.8006,                 3.4993,                 1.9376,                  1.348,             8.6225e-05,             8.6225e-05,             8.6225e-05
                     66,                 1.0653,                 2.2339,                 1.3044,                  1.096,                0.44563,                0.24497,                0.24858,                0.14778,                0.39526,                 0.2287,                0.22224,                0.11677,                 1.8138,                 3.5116,                 1.8908,                 1.3638,             7.3369e-05,             7.3369e-05,             7.3369e-05
                     67,                 1.0239,                 2.1901,                 1.2442,                 1.0837,                0.44918,                0.24464,                0.24727,                0.14833,                0.36564,                0.23651,                0.22155,                0.11706,                 1.8252,                 3.5347,                 1.8458,                 1.3783,             6.0513e-05,             6.0513e-05,             6.0513e-05
                     68,                 1.0511,                 2.1997,                 1.2646,                 1.1202,                0.44108,                 0.2539,                0.27152,                0.17067,                0.39315,                0.25148,                0.24464,                0.13779,                 1.8455,                 3.5221,                 1.8224,                 1.4039,             4.7658e-05,             4.7658e-05,             4.7658e-05
                     69,                  1.017,                 2.1456,                 1.1935,                 1.0651,                0.42186,                0.25684,                0.26848,                0.16869,                0.36519,                0.24311,                0.24212,                0.13483,                 1.8477,                 3.5146,                 1.8213,                 1.4119,             3.4802e-05,             3.4802e-05,             3.4802e-05
                     70,                 1.0312,                 2.2079,                 1.2336,                 1.0757,                0.40063,                0.26453,                0.26676,                0.16506,                0.35048,                0.25346,                0.24314,                0.13339,                 1.8364,                 3.5036,                 1.8203,                 1.4034,             2.1946e-05,             2.1946e-05,             2.1946e-05
